ID,Sale Date,ISBN,Discount,ItemID,OrderID
22002,7/4/2193,989-28-79-13801-1,,107203-27-5712,107203-19412
22003,7/4/2193,989-28-79-13801-1,,107203-49-5117,107203-19413
22004,7/4/2193,989-28-79-74374-1,,107203-52-4579,107203-19414
22005,7/4/2193,989-28-79-74374-1,,107203-68-2391,107203-19415
22006,7/4/2193,989-28-79-40897-8,,107203-39-7760,107203-19417
22007,7/4/2193,989-28-79-23023-4,,107203-61-2077,107203-19418
22008,7/4/2193,989-28-79-13801-1,,107203-37-9623,107203-19419
22009,7/4/2193,989-28-79-51397-9,,107203-88-3917,107203-19420
22010,7/4/2193,989-28-79-23023-4,,107203-70-524,107203-19421
22011,7/4/2193,989-28-79-74374-1,,107203-97-948,107203-19422
22012,7/4/2193,989-28-79-74374-1,,107203-68-6080,107203-19423
22013,7/4/2193,989-28-79-91028-0,,107203-81-3366,107203-19424
22014,7/4/2193,989-28-79-23023-4,,107203-14-2601,107203-19425
22015,7/4/2193,989-28-79-26824-4,,107203-73-857,107203-19426
22016,7/4/2193,989-28-79-74374-1,,107203-70-8300,107203-19427
22017,7/4/2193,989-28-79-91028-0,,107203-12-9679,107203-19428
22018,7/4/2193,989-28-79-74374-1,,107203-93-8068,107203-19429
22019,7/4/2193,989-28-79-68089-3,0.05,107203-7-1763,107203-19430
22020,7/4/2193,989-28-79-91028-0,,107203-97-1600,107203-19431
22021,7/4/2193,989-28-79-74374-1,,107203-5-7948,107203-19432
22022,7/4/2193,989-28-79-74374-1,,107203-48-6004,107203-19433
22023,7/4/2193,989-28-79-68089-3,0.05,107203-71-8852,107203-19434
22024,7/4/2193,989-28-79-71565-6,,107203-44-9677,107203-19435
22025,7/4/2193,989-28-79-74374-1,,107203-9-1670,107203-19436
22026,7/4/2193,989-28-79-13801-1,,107203-23-2531,107203-19437
22027,7/4/2193,989-28-79-23023-4,,107203-67-924,107203-19438
22028,7/4/2193,989-28-79-13801-1,,107203-72-1000,107203-19439
22029,7/4/2193,989-28-79-23023-4,,107203-94-7412,107203-19440
22030,7/4/2193,989-28-79-91028-0,,107203-41-6765,107203-19441
22031,7/4/2193,989-28-79-71565-6,,107203-80-2320,107203-19442
22032,7/4/2193,989-28-79-26824-4,,107203-61-7499,107203-19443
22033,7/4/2193,989-28-79-91028-0,,107203-69-97,107203-19444
22034,7/4/2193,989-28-79-36485-4,,107203-70-5760,107203-19445
22035,7/4/2193,989-28-79-68089-3,0.05,107203-65-3363,107203-19446
22036,7/4/2193,989-28-79-26824-4,,107203-66-9239,107203-19447
22037,7/4/2193,989-28-79-13801-1,,107203-83-3260,107203-19448
22038,7/4/2193,989-28-79-91028-0,,107203-1-2073,107203-19449
22039,7/4/2193,989-28-79-74374-1,,107203-48-8096,107203-19450
22040,7/4/2193,989-28-79-91028-0,,107203-7-2985,107203-19451
22041,7/4/2193,989-28-79-91028-0,,107203-14-7762,107203-19452
22042,7/4/2193,989-28-79-51397-9,,107203-74-1136,107203-19453
22043,7/4/2193,989-28-79-91028-0,,107203-2-7254,107203-19454
22044,7/4/2193,989-28-79-74374-1,,107203-96-3199,107203-19455
22045,7/4/2193,989-28-79-23023-4,,107203-8-6398,107203-19456
22046,7/4/2193,989-28-79-16533-8,,107203-26-1383,107203-19457
22047,7/4/2193,989-28-79-40897-8,,107203-19-3419,107203-19458
22048,7/4/2193,989-28-79-23023-4,,107203-10-5687,107203-19459
22049,7/4/2193,989-28-79-13801-1,,107203-25-1556,107203-19460
22050,7/4/2193,989-28-79-74374-1,,107203-70-9765,107203-19461
22051,7/4/2193,989-28-79-13801-1,,107203-74-6425,107203-19462
22052,7/4/2193,989-28-79-13801-1,,107203-5-539,107203-19463
22053,7/4/2193,989-28-79-26824-4,,107203-58-6308,107203-19464
22054,7/4/2193,989-28-79-23023-4,,107203-68-8267,107203-19465
22055,7/4/2193,989-28-79-23023-4,,107203-66-925,107203-19466
22056,7/4/2193,989-28-79-23023-4,,107203-80-1876,107203-19467
22057,7/4/2193,989-28-79-71565-6,,107203-32-3931,107203-19468
22058,7/4/2193,989-28-79-74374-1,,107203-66-356,107203-19469
22059,7/4/2193,989-28-79-03683-6,,107203-3-6162,107203-19470
22060,7/4/2193,989-28-3705-492-6,,107203-15-7296,107203-19471
22061,7/4/2193,989-28-3705-222-9,,107203-34-7657,107203-19472
22062,7/4/2193,989-28-3705-492-6,,107203-1-9540,107203-19473
22063,7/4/2193,989-28-79-23015-9,,107203-53-1464,107203-19474
22064,7/4/2193,989-28-79-03683-6,,107203-9-6854,107203-19475
22065,7/4/2193,989-28-3705-222-9,,107203-82-6685,107203-19476
22066,7/4/2193,989-28-3705-222-9,,107203-91-1568,107203-19477
22067,7/4/2193,989-28-3705-222-9,,107203-91-3288,107203-19478
22068,7/4/2193,989-28-3705-492-6,,107203-3-1705,107203-19479
22069,7/4/2193,989-28-3705-633-3,,107203-58-5077,107203-19480
22070,7/4/2193,989-28-3705-492-6,,107203-82-2291,107203-19481
22071,7/4/2193,989-28-3705-492-6,,107203-72-596,107203-19482
22072,7/4/2193,989-28-3705-222-9,,107203-50-8909,107203-19483
22073,7/4/2193,989-28-79-03683-6,,107203-24-9709,107203-19484
22074,7/4/2193,989-28-3705-222-9,,107203-40-6980,107203-19485
22075,7/4/2193,989-28-3705-492-6,,107203-82-5046,107203-19486
22076,7/4/2193,989-28-3705-222-9,,107203-38-8365,107203-19487
22077,7/4/2193,989-28-3705-492-6,,107203-22-3876,107203-19488
22078,7/4/2193,989-28-3705-222-9,0.13,107203-42-5171,107203-19489
22079,7/4/2193,989-28-79-13801-1,,107203-90-2793,107203-19490
22080,7/4/2193,989-28-3705-007-2,,107203-14-3022,107203-19491
22081,7/4/2193,989-28-3705-007-2,,107203-55-2075,107203-19491
22082,7/4/2193,989-28-3705-007-2,,107203-14-1976,107203-19492
22083,7/4/2193,989-28-3705-007-2,,107203-25-7243,107203-19492
22084,7/4/2193,989-28-3705-987-7,,107203-11-4732,107203-19493
22085,7/4/2193,989-28-3705-987-7,,107203-51-1218,107203-19493
22086,7/4/2193,989-28-79-45675-7,,107203-83-9775,107203-19494
22087,7/4/2193,989-28-3705-987-7,,107203-95-8813,107203-19494
22088,7/4/2193,989-28-79-45675-7,,107203-64-3901,107203-19495
22089,7/4/2193,989-28-654-3899-6,,107203-84-795,107203-19495
22090,7/4/2193,989-28-79-05670-4,,107203-13-1842,107203-19496
22091,7/4/2193,989-28-79-13871-4,,107203-23-8243,107203-19496
22092,7/4/2193,989-28-79-13871-4,,107203-33-1058,107203-19497
22093,7/4/2193,989-28-79-69807-2,,107203-66-5249,107203-19497
22094,7/4/2193,989-28-79-13871-4,,107203-89-159,107203-19498
22095,7/4/2193,989-28-79-13871-4,,107203-98-1933,107203-19498
22096,7/4/2193,989-28-79-13871-4,,107203-26-7749,107203-19499
22097,7/4/2193,989-28-79-82749-6,,107203-61-6990,107203-19499
22098,7/4/2193,989-28-229-9769-6,,107203-2-7201,107203-19500
22099,7/4/2193,989-28-654-0047-4,,107203-50-3837,107203-19500
22100,7/4/2193,989-28-229-6632-6,,107203-56-6557,107203-19501
22101,7/4/2193,989-28-229-6632-6,,107203-94-9581,107203-19501
22102,7/4/2193,989-28-229-5891-8,0.1,107203-81-6175,107203-19502
22103,7/4/2193,989-28-229-7592-2,,107203-14-1836,107203-19502
22104,7/4/2193,989-28-229-5891-8,0.1,107203-89-9266,107203-19503
22105,7/4/2193,989-28-229-9769-6,,107203-23-6734,107203-19503
22106,7/4/2193,989-28-229-0197-6,,107203-34-9082,107203-19504
22107,7/4/2193,989-28-229-9769-6,,107203-89-7069,107203-19504
22108,7/4/2193,989-28-79-51397-9,,107203-11-7782,107203-19505
22109,7/4/2193,989-28-229-1404-4,,107203-83-8316,107203-19505
22110,7/4/2193,989-28-79-13801-1,,107203-39-9715,107203-19506
22111,7/4/2193,989-28-79-13801-1,,107203-43-2391,107203-19506
22112,7/4/2193,989-28-79-13801-1,,107203-68-5013,107203-19507
22113,7/4/2193,989-28-79-55752-2,,107203-82-6475,107203-19507
22114,7/4/2193,989-28-79-26824-4,,107203-70-1319,107203-19508
22115,7/4/2193,989-28-79-16808-7,,107203-77-9087,107203-19508
22116,7/4/2193,989-28-79-23023-4,,107203-89-9238,107203-19509
22117,7/4/2193,989-28-79-74374-1,,107203-89-9955,107203-19509
22118,7/4/2193,989-28-79-68089-3,0.05,107203-42-3134,107203-19510
22119,7/4/2193,989-28-79-68089-3,0.05,107203-98-9853,107203-19510
22120,7/4/2193,989-28-79-91028-0,,107203-65-3873,107203-19511
22121,7/4/2193,989-28-79-74374-1,,107203-80-6000,107203-19511
22122,7/4/2193,989-28-79-74374-1,,107203-57-4499,107203-19512
22123,7/4/2193,989-28-79-23023-4,,107203-77-5490,107203-19513
22124,7/4/2193,989-28-79-74374-1,,107203-92-1505,107203-19513
22125,7/4/2193,989-28-79-71565-6,,107203-13-8732,107203-19514
22126,7/4/2193,989-28-79-55752-2,,107203-65-1985,107203-19514
22127,7/4/2193,989-28-79-74374-1,,107203-72-1646,107203-19515
22128,7/4/2193,989-28-79-23023-4,,107203-94-2546,107203-19515
22129,7/4/2193,989-28-79-74374-1,,107203-47-2921,107203-19516
22130,7/4/2193,989-28-79-51397-9,,107203-56-6276,107203-19516
22131,7/4/2193,989-28-79-74374-1,,107203-2-7557,107203-19517
22132,7/4/2193,989-28-79-26824-4,,107203-70-9417,107203-19517
22133,7/4/2193,989-28-3705-222-9,,107203-1-3745,107203-19518
22134,7/4/2193,989-28-79-13801-1,,107203-82-8109,107203-19518
22135,7/4/2193,989-28-79-03683-6,,107203-39-3933,107203-19519
22136,7/4/2193,989-28-3705-492-6,,107203-82-7308,107203-19519
22137,7/4/2193,989-28-3705-152-9,,107203-19-9950,107203-19520
22138,7/4/2193,989-28-3705-007-2,,107203-55-9027,107203-19520
22139,7/4/2193,989-28-3705-492-6,,107203-92-2797,107203-19520
22140,7/4/2193,989-28-79-05670-4,,107203-41-297,107203-19521
22141,7/4/2193,989-28-3705-007-2,,107203-6-6309,107203-19521
22142,7/4/2193,989-28-3705-987-7,,107203-88-8521,107203-19521
22143,7/4/2193,989-28-654-6507-7,,107203-18-6504,107203-19522
22144,7/4/2193,989-28-79-26824-4,,107203-37-3391,107203-19522
22145,7/4/2193,989-28-79-74374-1,,107203-72-9038,107203-19522
22146,7/4/2193,989-28-3705-222-9,,107203-23-9127,107203-19523
22147,7/4/2193,989-28-79-23023-4,,107203-55-1604,107203-19523
22148,7/4/2193,989-28-79-13801-1,,107203-70-5861,107203-19523
22149,7/4/2193,989-28-79-45675-7,,107203-32-6962,107203-19524
22150,7/4/2193,989-28-3705-987-7,,107203-40-8139,107203-19524
22151,7/4/2193,989-28-79-16826-1,,107203-87-4529,107203-19524
22152,7/4/2193,989-28-79-16808-7,,107203-93-7203,107203-19524
22153,7/4/2193,989-28-229-3157-7,,107203-44-9621,107203-19525
22154,7/4/2193,989-28-79-51397-9,,107203-66-1832,107203-19525
22155,7/4/2193,989-28-229-1404-4,,107203-89-6120,107203-19525
22156,7/4/2193,989-28-79-68089-3,0.15,107203-1-3951,107230-19512
22157,7/5/2193,989-28-79-68089-3,0.15,107204-1-9952,107203-19785
22158,7/5/2193,989-28-3705-007-2,,107204-16-8550,107204-19526
22159,7/5/2193,989-28-3705-007-2,,107204-31-103,107204-19527
22160,7/5/2193,989-28-3705-583-1,,107204-17-4141,107204-19528
22161,7/5/2193,989-28-3705-007-2,,107204-78-2412,107204-19529
22162,7/5/2193,989-28-3705-007-2,,107204-14-7709,107204-19530
22163,7/5/2193,989-28-3705-987-7,,107204-74-5410,107204-19531
22164,7/5/2193,989-28-3705-583-1,,107204-13-9774,107204-19532
22165,7/5/2193,989-28-3705-007-2,,107204-79-2102,107204-19533
22166,7/5/2193,989-28-3705-987-7,,107204-10-5626,107204-19534
22167,7/5/2193,989-28-3705-649-4,,107204-43-1813,107204-19535
22168,7/5/2193,989-28-3705-966-2,,107204-65-6050,107204-19536
22169,7/5/2193,989-28-3705-987-7,,107204-72-4241,107204-19537
22170,7/5/2193,989-28-3705-054-6,,107204-32-570,107204-19538
22171,7/5/2193,989-28-3705-007-2,0.13,107204-42-3831,107204-19539
22172,7/5/2193,989-28-3705-583-1,,107204-86-6651,107204-19540
22173,7/5/2193,989-28-3705-007-2,,107204-97-4794,107204-19541
22174,7/5/2193,989-28-3705-138-3,,107204-70-4074,107204-19542
22175,7/5/2193,989-28-3705-007-2,,107204-10-842,107204-19543
22176,7/5/2193,989-28-3705-007-2,,107204-49-1299,107204-19544
22177,7/5/2193,989-28-3705-007-2,,107204-76-7118,107204-19545
22178,7/5/2193,989-28-3705-007-2,,107204-52-2670,107204-19546
22179,7/5/2193,989-28-3705-649-4,,107204-86-6229,107204-19547
22180,7/5/2193,989-28-3705-369-1,,107204-53-1538,107204-19548
22181,7/5/2193,989-28-3705-007-2,,107204-3-4256,107204-19549
22182,7/5/2193,989-28-3705-007-2,,107204-71-9986,107204-19550
22183,7/5/2193,989-28-3705-007-2,,107204-75-2984,107204-19551
22184,7/5/2193,989-28-3705-987-7,,107204-1-2101,107204-19552
22185,7/5/2193,989-28-3705-007-2,,107204-84-4949,107204-19553
22186,7/5/2193,989-28-3705-007-2,,107204-49-5926,107204-19554
22187,7/5/2193,989-28-3705-649-4,,107204-7-8790,107204-19555
22188,7/5/2193,989-28-3705-007-2,,107204-82-4111,107204-19556
22189,7/5/2193,989-28-3705-007-2,,107204-41-3629,107204-19557
22190,7/5/2193,989-28-79-45675-7,,107204-17-6674,107204-19558
22191,7/5/2193,989-28-79-45675-7,,107204-85-3495,107204-19559
22192,7/5/2193,989-28-79-52883-6,,107204-2-3939,107204-19560
22193,7/5/2193,989-28-79-32105-5,,107204-94-2814,107204-19561
22194,7/5/2193,989-28-79-11297-4,,107204-43-3723,107204-19562
22195,7/5/2193,989-28-79-05638-4,,107204-95-9008,107204-19563
22196,7/5/2193,989-28-79-18127-7,,107204-90-1741,107204-19564
22197,7/5/2193,989-28-79-18127-7,,107204-40-67,107204-19565
22198,7/5/2193,989-28-79-27078-0,,107204-28-6267,107204-19566
22199,7/5/2193,989-28-79-05638-4,,107204-49-7131,107204-19567
22200,7/5/2193,989-28-79-11297-4,,107204-3-5988,107204-19568
22201,7/5/2193,989-28-79-11297-4,,107204-21-5104,107204-19569
22202,7/5/2193,989-28-79-16826-1,,107204-58-5158,107204-19570
22203,7/5/2193,989-28-79-45675-7,,107204-2-6044,107204-19571
22204,7/5/2193,989-28-79-11297-4,,107204-78-7486,107204-19572
22205,7/5/2193,989-28-79-82197-5,,107204-83-3127,107204-19573
22206,7/5/2193,989-28-79-45675-7,,107204-67-1490,107204-19574
22207,7/5/2193,989-28-79-45675-7,,107204-5-1909,107204-19575
22208,7/5/2193,989-28-79-01991-4,,107204-79-5639,107204-19576
22209,7/5/2193,989-28-79-45675-7,,107204-66-8735,107204-19577
22210,7/5/2193,989-28-79-22871-2,,107204-43-8616,107204-19578
22211,7/5/2193,989-28-79-22871-2,,107204-34-7219,107204-19579
22212,7/5/2193,989-28-654-5018-9,,107204-61-404,107204-19580
22213,7/5/2193,989-28-654-0127-3,,107204-22-5200,107204-19581
22214,7/5/2193,989-28-654-3899-6,,107204-92-6664,107204-19582
22215,7/5/2193,989-28-79-13871-4,,107204-31-2420,107204-19583
22216,7/5/2193,989-28-79-69807-2,,107204-1-5049,107204-19584
22217,7/5/2193,989-28-79-82125-8,,107204-67-3385,107204-19585
22218,7/5/2193,989-28-79-13871-4,,107204-31-2419,107204-19586
22219,7/5/2193,989-28-79-82749-6,,107204-97-3531,107204-19587
22220,7/5/2193,989-28-79-82125-8,,107204-25-279,107204-19588
22221,7/5/2193,989-28-79-69807-2,,107204-35-6342,107204-19589
22222,7/5/2193,989-28-79-82749-6,,107204-96-166,107204-19590
22223,7/5/2193,989-28-79-82749-6,,107204-97-3530,107204-19591
22224,7/5/2193,989-28-79-82749-6,,107204-18-6126,107204-19592
22225,7/5/2193,989-28-79-69807-2,,107204-35-6341,107204-19593
22226,7/5/2193,989-28-79-69807-2,,107204-25-3558,107204-19594
22227,7/5/2193,989-28-79-69807-2,,107204-25-3557,107204-19595
22228,7/5/2193,989-28-79-05670-4,,107204-70-9613,107204-19596
22229,7/5/2193,989-28-79-82749-6,,107204-18-6125,107204-19597
22230,7/5/2193,989-28-79-69807-2,,107204-22-1050,107204-19598
22231,7/5/2193,989-28-79-13871-4,,107204-47-8227,107204-19599
22232,7/5/2193,989-28-79-82749-6,,107204-59-970,107204-19600
22233,7/5/2193,989-28-79-69807-2,,107204-78-3774,107204-19601
22234,7/5/2193,989-28-79-82749-6,,107204-96-165,107204-19602
22235,7/5/2193,989-28-79-13871-4,,107204-29-9167,107204-19603
22236,7/5/2193,989-28-79-05670-4,,107204-93-6301,107204-19604
22237,7/5/2193,989-28-79-05670-4,,107204-21-2960,107204-19605
22238,7/5/2193,989-28-79-22562-9,,107204-74-4116,107204-19606
22239,7/5/2193,989-28-79-05670-4,,107204-94-1046,107204-19607
22240,7/5/2193,989-28-79-82125-8,,107204-25-278,107204-19608
22241,7/5/2193,989-28-79-69807-2,,107204-78-3773,107204-19609
22242,7/5/2193,989-28-79-13871-4,,107204-47-8226,107204-19610
22243,7/5/2193,989-28-79-13871-4,,107204-35-6618,107204-19611
22244,7/5/2193,989-28-79-82125-8,,107204-45-2292,107204-19612
22245,7/5/2193,989-28-79-13871-4,,107204-29-9166,107204-19613
22246,7/5/2193,989-28-79-82125-8,,107204-96-5368,107204-19614
22247,7/5/2193,989-28-79-69807-2,,107204-1-5048,107204-19615
22248,7/5/2193,989-28-79-82749-6,,107204-59-969,107204-19616
22249,7/5/2193,989-28-79-69807-2,,107204-45-5048,107204-19617
22250,7/5/2193,989-28-79-13871-4,,107204-37-1281,107204-19618
22251,7/5/2193,989-28-79-82125-8,,107204-67-3384,107204-19619
22252,7/5/2193,989-28-79-82125-8,,107204-96-5367,107204-19620
22253,7/5/2193,989-28-654-2620-7,,107204-35-3733,107204-19621
22254,7/5/2193,989-28-654-8573-0,,107204-35-6074,107204-19622
22255,7/5/2193,989-28-654-0047-4,,107204-67-7786,107204-19623
22256,7/5/2193,989-28-229-7592-2,,107204-94-8262,107204-19624
22257,7/5/2193,989-28-229-5891-8,0.1,107204-65-6082,107204-19625
22258,7/5/2193,989-28-229-9769-6,,107204-78-4221,107204-19626
22259,7/5/2193,989-28-229-7592-2,,107204-20-803,107204-19627
22260,7/5/2193,989-28-229-7592-2,,107204-38-5740,107204-19628
22261,7/5/2193,989-28-229-7592-2,,107204-11-5087,107204-19629
22262,7/5/2193,989-28-229-1404-4,,107204-26-8254,107204-19630
22263,7/5/2193,989-28-229-9769-6,,107204-64-1355,107204-19631
22264,7/5/2193,989-28-229-3157-7,,107204-33-5244,107204-19632
22265,7/5/2193,989-28-229-6632-6,,107204-48-167,107204-19633
22266,7/5/2193,989-28-229-1404-4,,107204-29-9551,107204-19634
22267,7/5/2193,989-28-229-7592-2,,107204-84-1625,107204-19635
22268,7/5/2193,989-28-229-5891-8,0.1,107204-7-1341,107204-19636
22269,7/5/2193,989-28-229-0197-6,,107204-59-8200,107204-19637
22270,7/5/2193,989-28-229-9769-6,,107204-26-9690,107204-19638
22271,7/5/2193,989-28-229-1404-4,,107204-9-2265,107204-19639
22272,7/5/2193,989-28-229-9769-6,,107204-34-923,107204-19640
22273,7/5/2193,989-28-229-1404-4,,107204-81-4882,107204-19641
22274,7/5/2193,989-28-229-6632-6,,107204-20-2697,107204-19642
22275,7/5/2193,989-28-229-9769-6,,107204-65-8120,107204-19643
22276,7/5/2193,989-28-229-6632-6,,107204-68-5133,107204-19644
22277,7/5/2193,989-28-229-7592-2,,107204-41-1646,107204-19645
22278,7/5/2193,989-28-229-1404-4,,107204-41-4832,107204-19646
22279,7/5/2193,989-28-229-7592-2,,107204-12-3049,107204-19647
22280,7/5/2193,989-28-229-9769-6,,107204-53-7078,107204-19648
22281,7/5/2193,989-28-229-6632-6,,107204-50-4410,107204-19649
22282,7/5/2193,989-28-229-6632-6,,107204-98-7816,107204-19650
22283,7/5/2193,989-28-229-9769-6,,107204-57-6504,107204-19651
22284,7/5/2193,989-28-229-7592-2,,107204-15-5584,107204-19652
22285,7/5/2193,989-28-229-1404-4,,107204-32-5678,107204-19653
22286,7/5/2193,989-28-229-3157-7,,107204-28-3992,107204-19654
22287,7/5/2193,989-28-229-6632-6,,107204-60-8384,107204-19655
22288,7/5/2193,989-28-229-9769-6,,107204-43-6320,107204-19656
22289,7/5/2193,989-28-229-6632-6,,107204-74-2780,107204-19657
22290,7/5/2193,989-28-229-6632-6,,107204-59-6408,107204-19658
22291,7/5/2193,989-28-229-3157-7,,107204-55-3031,107204-19659
22292,7/5/2193,989-28-79-40897-8,,107204-2-7366,107204-19660
22293,7/5/2193,989-28-79-23023-4,,107204-26-7779,107204-19661
22294,7/5/2193,989-28-79-74374-1,,107204-32-3576,107204-19662
22295,7/5/2193,989-28-79-91028-0,,107204-78-2381,107204-19663
22296,7/5/2193,989-28-79-23023-4,,107204-22-8909,107204-19664
22297,7/5/2193,989-28-79-68089-3,0.05,107204-60-5337,107204-19665
22298,7/5/2193,989-28-79-13801-1,,107204-21-2557,107204-19666
22299,7/5/2193,989-28-79-13801-1,,107204-29-1153,107204-19667
22300,7/5/2193,989-28-79-13801-1,,107204-30-8019,107204-19668
22301,7/5/2193,989-28-79-44730-4,,107204-99-1337,107204-19669
22302,7/5/2193,989-28-79-74374-1,,107204-48-4195,107204-19670
22303,7/5/2193,989-28-79-74374-1,,107204-84-4760,107204-19671
22304,7/5/2193,989-28-79-13801-1,,107204-95-9075,107204-19672
22305,7/5/2193,989-28-79-74374-1,,107204-28-4314,107204-19673
22306,7/5/2193,989-28-79-23023-4,,107204-43-1492,107204-19674
22307,7/5/2193,989-28-79-26824-4,,107204-69-7612,107204-19675
22308,7/5/2193,989-28-79-74374-1,,107204-29-3968,107204-19676
22309,7/5/2193,989-28-79-16808-7,,107204-52-3946,107204-19677
22310,7/5/2193,989-28-79-13801-1,,107204-54-4469,107204-19678
22311,7/5/2193,989-28-79-91028-0,,107204-61-3509,107204-19679
22312,7/5/2193,989-28-79-13801-1,,107204-81-6992,107204-19680
22313,7/5/2193,989-28-79-74374-1,,107204-80-5652,107204-19681
22314,7/5/2193,989-28-79-13801-1,,107204-5-105,107204-19682
22315,7/5/2193,989-28-79-23023-4,,107204-11-1367,107204-19683
22316,7/5/2193,989-28-79-16808-7,,107204-1-3199,107204-19684
22317,7/5/2193,989-28-79-74374-1,,107204-19-3476,107204-19685
22318,7/5/2193,989-28-79-74374-1,,107204-56-1961,107204-19686
22319,7/5/2193,989-28-79-74374-1,,107204-2-4724,107204-19687
22320,7/5/2193,989-28-79-40897-8,,107204-32-866,107204-19688
22321,7/5/2193,989-28-79-16533-8,,107204-51-8596,107204-19689
22322,7/5/2193,989-28-79-23023-4,,107204-75-7545,107204-19690
22323,7/5/2193,989-28-79-26824-4,,107204-52-8120,107204-19691
22324,7/5/2193,989-28-79-43574-5,,107204-50-1261,107204-19692
22325,7/5/2193,989-28-79-23023-4,,107204-18-701,107204-19693
22326,7/5/2193,989-28-79-71565-6,,107204-89-6484,107204-19694
22327,7/5/2193,989-28-79-74374-1,,107204-14-9752,107204-19695
22328,7/5/2193,989-28-79-26824-4,,107204-25-9564,107204-19696
22329,7/5/2193,989-28-79-26824-4,,107204-28-4626,107204-19697
22330,7/5/2193,989-28-79-74374-1,,107204-44-9217,107204-19698
22331,7/5/2193,989-28-79-13801-1,,107204-40-7570,107204-19699
22332,7/5/2193,989-28-79-43574-5,,107204-73-8866,107204-19700
22333,7/5/2193,989-28-79-13801-1,,107204-3-1474,107204-19701
22334,7/5/2193,989-28-79-74374-1,,107204-69-944,107204-19702
22335,7/5/2193,989-28-79-71565-6,,107204-20-1275,107204-19703
22336,7/5/2193,989-28-79-13801-1,,107204-51-6077,107204-19704
22337,7/5/2193,989-28-79-55824-6,,107204-72-1737,107204-19705
22338,7/5/2193,989-28-79-71565-6,,107204-57-6136,107204-19706
22339,7/5/2193,989-28-79-13801-1,,107204-35-6858,107204-19707
22340,7/5/2193,989-28-79-74374-1,,107204-52-4566,107204-19708
22341,7/5/2193,989-28-79-74374-1,,107204-91-2308,107204-19709
22342,7/5/2193,989-28-79-26824-4,,107204-19-7974,107204-19710
22343,7/5/2193,989-28-79-13801-1,,107204-15-7823,107204-19711
22344,7/5/2193,989-28-79-23023-4,,107204-7-9857,107204-19712
22345,7/5/2193,989-28-79-74374-1,,107204-54-3661,107204-19713
22346,7/5/2193,989-28-79-13801-1,,107204-8-4161,107204-19714
22347,7/5/2193,989-28-79-74374-1,,107204-44-7645,107204-19715
22348,7/5/2193,989-28-79-71565-6,,107204-62-392,107204-19716
22349,7/5/2193,989-28-79-74374-1,,107204-65-5897,107204-19717
22350,7/5/2193,989-28-79-55752-2,,107204-15-2834,107204-19718
22351,7/5/2193,989-28-79-13801-1,,107204-96-9362,107204-19719
22352,7/5/2193,989-28-79-74374-1,,107204-15-8527,107204-19720
22353,7/5/2193,989-28-79-74374-1,,107204-68-720,107204-19721
22354,7/5/2193,989-28-79-74374-1,,107204-73-3279,107204-19722
22355,7/5/2193,989-28-79-26824-4,,107204-70-2730,107204-19723
22356,7/5/2193,989-28-79-23023-4,,107204-77-2884,107204-19724
22357,7/5/2193,989-28-79-23023-4,,107204-66-1048,107204-19726
22358,7/5/2193,989-28-79-74374-1,,107204-95-4011,107204-19727
22359,7/5/2193,989-28-79-23023-4,,107204-1-2959,107204-19729
22360,7/5/2193,989-28-79-13801-1,,107204-25-5105,107204-19730
22361,7/5/2193,989-28-79-26824-4,,107204-18-3693,107204-19731
22362,7/5/2193,989-28-79-13801-1,,107204-31-9188,107204-19732
22363,7/5/2193,989-28-79-13801-1,,107204-93-6656,107204-19733
22364,7/5/2193,989-28-79-13801-1,,107204-11-8902,107204-19734
22365,7/5/2193,989-28-79-13801-1,,107204-7-3238,107204-19735
22366,7/5/2193,989-28-79-26824-4,,107204-72-1016,107204-19736
22367,7/5/2193,989-28-79-74374-1,,107204-53-906,107204-19737
22368,7/5/2193,989-28-79-13801-1,,107204-63-7813,107204-19738
22369,7/5/2193,989-28-79-55824-6,,107204-3-9351,107204-19739
22370,7/5/2193,989-28-79-23023-4,,107204-1-7633,107204-19740
22371,7/5/2193,989-28-79-91028-0,,107204-43-4860,107204-19741
22372,7/5/2193,989-28-79-26824-4,0.13,107204-42-8839,107204-19742
22373,7/5/2193,989-28-79-13801-1,,107204-49-4635,107204-19743
22374,7/5/2193,989-28-79-13801-1,,107204-87-2158,107204-19744
22375,7/5/2193,989-28-79-74374-1,,107204-91-2905,107204-19745
22376,7/5/2193,989-28-79-40897-8,,107204-95-9592,107204-19746
22377,7/5/2193,989-28-3705-492-6,,107204-3-4465,107204-19747
22378,7/5/2193,989-28-79-03683-6,,107204-37-1439,107204-19748
22379,7/5/2193,989-28-3705-492-6,,107204-41-1439,107204-19749
22380,7/5/2193,989-28-3705-222-9,,107204-41-213,107204-19750
22381,7/5/2193,989-28-3705-492-6,,107204-38-241,107204-19751
22382,7/5/2193,989-28-3705-222-9,,107204-48-4791,107204-19752
22383,7/5/2193,989-28-79-23015-9,,107204-83-9046,107204-19753
22384,7/5/2193,989-28-3705-492-6,,107204-37-847,107204-19754
22385,7/5/2193,989-28-3705-492-6,,107204-30-8320,107204-19755
22386,7/5/2193,989-28-3705-492-6,,107204-17-1242,107204-19756
22387,7/5/2193,989-28-3705-222-9,,107204-27-4251,107204-19757
22388,7/5/2193,989-28-3705-222-9,,107204-78-6160,107204-19758
