Sales_ID,Sale Date,ISBN,OrderID
22665,7/6/2193,989-28-79-26824-4,107205-19991
22666,7/6/2193,989-28-79-40897-8,107205-19992
22667,7/6/2193,989-28-79-40897-8,107205-19993
22668,7/6/2193,989-28-79-55824-6,107205-19994
22669,7/6/2193,989-28-79-68089-3,107205-19995
22670,7/6/2193,989-28-79-13801-1,107205-19996
22671,7/6/2193,989-28-79-74374-1,107205-19997
22672,7/6/2193,989-28-79-26824-4,107205-19998
22673,7/6/2193,989-28-79-36485-4,107205-19999
22674,7/6/2193,989-28-79-23023-4,107205-20000
22675,7/6/2193,989-28-79-26824-4,107205-20001
22676,7/6/2193,989-28-79-40897-8,107205-20002
22677,7/6/2193,989-28-79-71565-6,107205-20003
22678,7/6/2193,989-28-79-13801-1,107205-20004
22679,7/6/2193,989-28-79-74374-1,107205-20005
22680,7/6/2193,989-28-79-23023-4,107205-20006
22681,7/6/2193,989-28-79-23023-4,107205-20007
22682,7/6/2193,989-28-79-13801-1,107205-20008
22683,7/6/2193,989-28-79-55752-2,107205-20009
22684,7/6/2193,989-28-79-23023-4,107205-20010
22685,7/6/2193,989-28-79-23023-4,107205-20011
22686,7/6/2193,989-28-79-68089-3,107205-20012
22687,7/6/2193,989-28-79-13801-1,107205-20013
22688,7/6/2193,989-28-79-74374-1,107205-20014
22689,7/6/2193,989-28-79-71565-6,107205-20015
22690,7/6/2193,989-28-79-14379-4,107205-20016
22691,7/6/2193,989-28-3705-222-9,107205-20017
22692,7/6/2193,989-28-3705-222-9,107205-20018
22693,7/6/2193,989-28-3705-222-9,107205-20019
22694,7/6/2193,989-28-3705-205-2,107205-20020
22695,7/6/2193,989-28-3705-607-4,107205-20021
22696,7/6/2193,989-28-3705-222-9,107205-20022
22697,7/6/2193,989-28-3705-492-6,107205-20023
22698,7/6/2193,989-28-3705-222-9,107205-20024
22699,7/6/2193,989-28-79-14379-4,107205-20025
22700,7/6/2193,989-28-3705-222-9,107205-20026
22701,7/6/2193,989-28-79-03683-6,107205-20027
22702,7/6/2193,989-28-3705-222-9,107205-20028
22703,7/6/2193,989-28-3705-492-6,107205-20029
22704,7/6/2193,989-28-3705-222-9,107205-20030
22705,7/6/2193,989-28-79-03683-6,107205-20031
22706,7/6/2193,989-28-3705-492-6,107205-20032
22707,7/6/2193,989-28-3705-007-2,107205-20033
22708,7/6/2193,989-28-3705-987-7,107205-20033
22709,7/6/2193,989-28-3705-007-2,107205-20034
22710,7/6/2193,989-28-3705-007-2,107205-20034
22711,7/6/2193,989-28-3705-987-7,107205-20035
22712,7/6/2193,989-28-3705-007-2,107205-20035
22713,7/6/2193,989-28-3705-054-6,107205-20036
22714,7/6/2193,989-28-3705-592-3,107205-20036
22715,7/6/2193,989-28-3705-007-2,107205-20037
22716,7/6/2193,989-28-3705-007-2,107205-20037
22717,7/6/2193,989-28-229-5891-8,107205-20038
22718,7/6/2193,989-28-3705-007-2,107205-20038
22719,7/6/2193,989-28-3705-987-7,107205-20038
22720,7/6/2193,989-28-3705-007-2,107205-20039
22721,7/6/2193,989-28-79-69807-2,107205-20039
22722,7/6/2193,989-28-79-69807-2,107205-20040
22723,7/6/2193,989-28-79-82749-6,107205-20040
22724,7/6/2193,989-28-79-05670-4,107205-20041
22725,7/6/2193,989-28-79-69807-2,107205-20041
22726,7/6/2193,989-28-229-5891-8,107205-20042
22727,7/6/2193,989-28-229-7592-2,107205-20042
22728,7/6/2193,989-28-229-6632-6,107205-20043
22729,7/6/2193,989-28-229-1404-4,107205-20043
22730,7/6/2193,989-28-229-0197-6,107205-20044
22731,7/6/2193,989-28-229-1404-4,107205-20044
22732,7/6/2193,989-28-229-7592-2,107205-20045
22733,7/6/2193,989-28-229-1404-4,107205-20045
22734,7/6/2193,989-28-79-23023-4,107205-20046
22735,7/6/2193,989-28-229-6632-6,107205-20046
22736,7/6/2193,989-28-79-13801-1,107205-20047
22737,7/6/2193,989-28-79-26824-4,107205-20047
22738,7/6/2193,989-28-79-13801-1,107205-20048
22739,7/6/2193,989-28-79-74374-1,107205-20048
22740,7/6/2193,989-28-79-40897-8,107205-20049
22741,7/6/2193,989-28-79-26824-4,107205-20049
22742,7/6/2193,989-28-79-68089-3,107205-20050
22743,7/6/2193,989-28-79-55824-6,107205-20050
22744,7/6/2193,989-28-79-68089-3,107205-20051
22745,7/6/2193,989-28-79-74374-1,107205-20051
22746,7/6/2193,989-28-79-26824-4,107205-20052
22747,7/6/2193,989-28-79-91028-0,107205-20052
22748,7/6/2193,989-28-79-13801-1,107205-20053
22749,7/6/2193,989-28-79-23023-4,107205-20053
22750,7/6/2193,989-28-79-13801-1,107205-20054
22751,7/6/2193,989-28-79-51397-9,107205-20054
22752,7/6/2193,989-28-79-13801-1,107205-20055
22753,7/6/2193,989-28-79-23015-9,107205-20055
22754,7/6/2193,989-28-3705-492-6,107205-20056
22755,7/6/2193,989-28-3705-222-9,107205-20056
22756,7/6/2193,989-28-3705-222-9,107205-20057
22757,7/6/2193,989-28-3705-492-6,107205-20057
22758,7/6/2193,989-28-79-11297-4,107205-20058
22759,7/6/2193,989-28-3705-987-7,107205-20058
22760,7/6/2193,989-28-79-13871-4,107205-20058
22761,7/6/2193,989-28-79-74374-1,107205-20059
22762,7/6/2193,989-28-229-1404-4,107205-20059
22763,7/6/2193,989-28-79-13871-4,107205-20059
22764,7/6/2193,989-28-79-74374-1,107205-20060
22765,7/6/2193,989-28-79-40897-8,107205-20060
22766,7/6/2193,989-28-229-6632-6,107205-20060
22767,7/6/2193,989-28-79-91028-0,107205-20060
22768,7/6/2193,989-28-79-74374-1,107205-20061
22769,7/6/2193,989-28-79-23023-4,107205-20061
22770,7/6/2193,989-28-79-91028-0,107205-20061
22771,7/6/2193,989-28-79-05670-4,107205-20062
22772,7/6/2193,989-28-79-32105-5,107205-20062
22773,7/6/2193,989-28-79-61125-5,107205-20062
22774,7/6/2193,989-28-3705-222-9,107205-20062
22775,7/6/2193,989-28-229-1404-4,107205-20063
22776,7/6/2193,989-28-79-32105-5,107205-20063
22777,7/6/2193,989-28-79-69807-2,107205-20063
22778,7/7/2193,989-28-79-68089-3,107205-20254
22779,7/7/2193,989-28-3705-987-7,107206-20064
22780,7/7/2193,989-28-3705-007-2,107206-20065
22781,7/7/2193,989-28-3705-987-7,107206-20066
22782,7/7/2193,989-28-3705-987-7,107206-20067
22783,7/7/2193,989-28-3705-007-2,107206-20068
22784,7/7/2193,989-28-3705-987-7,107206-20069
22785,7/7/2193,989-28-3705-152-9,107206-20070
22786,7/7/2193,989-28-3705-592-3,107206-20071
22787,7/7/2193,989-28-3705-966-2,107206-20072
22788,7/7/2193,989-28-3705-987-7,107206-20073
22789,7/7/2193,989-28-3705-966-2,107206-20074
22790,7/7/2193,989-28-3705-007-2,107206-20075
22791,7/7/2193,989-28-3705-138-3,107206-20076
22792,7/7/2193,989-28-3705-987-7,107206-20077
22793,7/7/2193,989-28-3705-007-2,107206-20078
22794,7/7/2193,989-28-3705-649-4,107206-20079
22795,7/7/2193,989-28-3705-775-0,107206-20080
22796,7/7/2193,989-28-3705-007-2,107206-20081
22797,7/7/2193,989-28-3705-592-3,107206-20082
22798,7/7/2193,989-28-3705-007-2,107206-20083
22799,7/7/2193,989-28-3705-649-4,107206-20084
22800,7/7/2193,989-28-3705-987-7,107206-20085
22801,7/7/2193,989-28-3705-007-2,107206-20086
22802,7/7/2193,989-28-3705-987-7,107206-20087
22803,7/7/2193,989-28-3705-007-2,107206-20088
22804,7/7/2193,989-28-3705-007-2,107206-20089
22805,7/7/2193,989-28-3705-966-2,107206-20090
22806,7/7/2193,989-28-3705-987-7,107206-20091
22807,7/7/2193,989-28-3705-007-2,107206-20092
22808,7/7/2193,989-28-3705-007-2,107206-20093
22809,7/7/2193,989-28-3705-007-2,107206-20094
22810,7/7/2193,989-28-3705-987-7,107206-20095
22811,7/7/2193,989-28-3705-966-2,107206-20096
22812,7/7/2193,989-28-3705-007-2,107206-20097
22813,7/7/2193,989-28-3705-007-2,107206-20098
22814,7/7/2193,989-28-3705-138-3,107206-20099
22815,7/7/2193,989-28-3705-369-1,107206-20100
22816,7/7/2193,989-28-3705-007-2,107206-20101
22817,7/7/2193,989-28-3705-007-2,107206-20102
22818,7/7/2193,989-28-3705-136-9,107206-20103
22819,7/7/2193,989-28-3705-007-2,107206-20104
22820,7/7/2193,989-28-3705-987-7,107206-20105
22821,7/7/2193,989-28-3705-007-2,107206-20106
22822,7/7/2193,989-28-3705-775-0,107206-20107
22823,7/7/2193,989-28-3705-007-2,107206-20108
22824,7/7/2193,989-28-3705-007-2,107206-20109
22825,7/7/2193,989-28-79-45675-7,107206-20110
22826,7/7/2193,989-28-79-70597-8,107206-20111
22827,7/7/2193,989-28-79-05638-4,107206-20112
22828,7/7/2193,989-28-79-45675-7,107206-20113
22829,7/7/2193,989-28-79-05638-4,107206-20114
22830,7/7/2193,989-28-79-86624-2,107206-20115
22831,7/7/2193,989-28-79-18127-7,107206-20116
22832,7/7/2193,989-28-79-82197-5,107206-20117
22833,7/7/2193,989-28-79-11297-4,107206-20118
22834,7/7/2193,989-28-79-11297-4,107206-20119
22835,7/7/2193,989-28-79-45675-7,107206-20120
22836,7/7/2193,989-28-79-22871-2,107206-20121
22837,7/7/2193,989-28-79-86624-2,107206-20122
22838,7/7/2193,989-28-79-11297-4,107206-20123
22839,7/7/2193,989-28-79-45675-7,107206-20124
22840,7/7/2193,989-28-79-45675-7,107206-20125
22841,7/7/2193,989-28-79-45675-7,107206-20126
22842,7/7/2193,989-28-79-45675-7,107206-20127
22843,7/7/2193,989-28-79-22871-2,107206-20128
22844,7/7/2193,989-28-79-82197-5,107206-20129
22845,7/7/2193,989-28-79-32105-5,107206-20130
22846,7/7/2193,989-28-79-11297-4,107206-20131
22847,7/7/2193,989-28-654-5018-9,107206-20132
22848,7/7/2193,989-28-79-13871-4,107206-20133
22849,7/7/2193,989-28-79-69807-2,107206-20134
22850,7/7/2193,989-28-79-69807-2,107206-20135
22851,7/7/2193,989-28-79-13871-4,107206-20136
22852,7/7/2193,989-28-79-05670-4,107206-20137
22853,7/7/2193,989-28-79-13871-4,107206-20138
22854,7/7/2193,989-28-79-69807-2,107206-20139
22855,7/7/2193,989-28-79-69807-2,107206-20140
22856,7/7/2193,989-28-79-05670-4,107206-20141
22857,7/7/2193,989-28-79-69807-2,107206-20142
22858,7/7/2193,989-28-79-13871-4,107206-20143
22859,7/7/2193,989-28-79-13871-4,107206-20144
22860,7/7/2193,989-28-79-82749-6,107206-20145
22861,7/7/2193,989-28-79-69807-2,107206-20146
22862,7/7/2193,989-28-79-05670-4,107206-20147
22863,7/7/2193,989-28-79-69807-2,107206-20148
22864,7/7/2193,989-28-79-69807-2,107206-20149
22865,7/7/2193,989-28-79-13871-4,107206-20150
22866,7/7/2193,989-28-79-82125-8,107206-20151
22867,7/7/2193,989-28-79-13871-4,107206-20152
22868,7/7/2193,989-28-79-13871-4,107206-20153
22869,7/7/2193,989-28-79-05670-4,107206-20154
22870,7/7/2193,989-28-79-13871-4,107206-20155
22871,7/7/2193,989-28-79-69807-2,107206-20156
22872,7/7/2193,989-28-79-13871-4,107206-20157
22873,7/7/2193,989-28-79-69807-2,107206-20158
22874,7/7/2193,989-28-79-69807-2,107206-20159
22875,7/7/2193,989-28-79-69807-2,107206-20160
22876,7/7/2193,989-28-79-69807-2,107206-20161
22877,7/7/2193,989-28-79-69807-2,107206-20162
22878,7/7/2193,989-28-79-69807-2,107206-20163
22879,7/7/2193,989-28-79-13871-4,107206-20164
22880,7/7/2193,989-28-79-69807-2,107206-20165
22881,7/7/2193,989-28-79-05670-4,107206-20166
22882,7/7/2193,989-28-79-13871-4,107206-20167
22883,7/7/2193,989-28-79-69807-2,107206-20168
22884,7/7/2193,989-28-79-69807-2,107206-20169
22885,7/7/2193,989-28-79-82125-8,107206-20170
22886,7/7/2193,989-28-79-05670-4,107206-20171
22887,7/7/2193,989-28-79-69807-2,107206-20172
22888,7/7/2193,989-28-79-05670-4,107206-20173
22889,7/7/2193,989-28-79-13871-4,107206-20174
22890,7/7/2193,989-28-79-13871-4,107206-20175
22891,7/7/2193,989-28-229-5891-8,107206-20176
22892,7/7/2193,989-28-229-9769-6,107206-20177
22893,7/7/2193,989-28-229-1404-4,107206-20178
22894,7/7/2193,989-28-229-9769-6,107206-20179
22895,7/7/2193,989-28-229-9769-6,107206-20180
22896,7/7/2193,989-28-229-1404-4,107206-20181
22897,7/7/2193,989-28-229-1404-4,107206-20182
22898,7/7/2193,989-28-229-1404-4,107206-20183
22899,7/7/2193,989-28-229-9769-6,107206-20184
22900,7/7/2193,989-28-229-3157-7,107206-20185
22901,7/7/2193,989-28-229-9769-6,107206-20186
22902,7/7/2193,989-28-229-9769-6,107206-20187
22903,7/7/2193,989-28-229-5891-8,107206-20188
22904,7/7/2193,989-28-229-7592-2,107206-20189
22905,7/7/2193,989-28-229-6632-6,107206-20190
22906,7/7/2193,989-28-229-1404-4,107206-20191
22907,7/7/2193,989-28-229-5891-8,107206-20192
22908,7/7/2193,989-28-229-7592-2,107206-20193
22909,7/7/2193,989-28-229-6632-6,107206-20194
22910,7/7/2193,989-28-229-7592-2,107206-20195
22911,7/7/2193,989-28-229-1404-4,107206-20196
22912,7/7/2193,989-28-229-0197-6,107206-20197
22913,7/7/2193,989-28-229-0197-6,107206-20198
22914,7/7/2193,989-28-229-1404-4,107206-20199
22915,7/7/2193,989-28-229-0197-6,107206-20200
22916,7/7/2193,989-28-229-6632-6,107206-20201
22917,7/7/2193,989-28-229-6632-6,107206-20202
22918,7/7/2193,989-28-229-6632-6,107206-20203
22919,7/7/2193,989-28-79-13801-1,107206-20204
22920,7/7/2193,989-28-79-74374-1,107206-20205
22921,7/7/2193,989-28-79-23023-4,107206-20206
22922,7/7/2193,989-28-79-74374-1,107206-20207
22923,7/7/2193,989-28-79-40897-8,107206-20208
22924,7/7/2193,989-28-79-26824-4,107206-20209
22925,7/7/2193,989-28-79-74374-1,107206-20210
22926,7/7/2193,989-28-79-51397-9,107206-20211
22927,7/7/2193,989-28-79-71565-6,107206-20212
22928,7/7/2193,989-28-79-74374-1,107206-20213
22929,7/7/2193,989-28-79-13801-1,107206-20214
22930,7/7/2193,989-28-79-68089-3,107206-20215
22931,7/7/2193,989-28-79-26824-4,107206-20216
22932,7/7/2193,989-28-79-68089-3,107206-20217
22933,7/7/2193,989-28-79-74374-1,107206-20218
22934,7/7/2193,989-28-79-23023-4,107206-20219
22935,7/7/2193,989-28-79-13801-1,107206-20220
22936,7/7/2193,989-28-79-71565-6,107206-20221
22937,7/7/2193,989-28-79-74374-1,107206-20222
22938,7/7/2193,989-28-79-13801-1,107206-20223
22939,7/7/2193,989-28-79-23023-4,107206-20224
22940,7/7/2193,989-28-79-74374-1,107206-20225
22941,7/7/2193,989-28-79-74374-1,107206-20226
22942,7/7/2193,989-28-79-74374-1,107206-20227
22943,7/7/2193,989-28-79-23023-4,107206-20228
22944,7/7/2193,989-28-79-23023-4,107206-20229
22945,7/7/2193,989-28-79-68089-3,107206-20230
22946,7/7/2193,989-28-79-40897-8,107206-20231
22947,7/7/2193,989-28-79-43574-5,107206-20232
22948,7/7/2193,989-28-79-26824-4,107206-20233
22949,7/7/2193,989-28-79-13801-1,107206-20234
22950,7/7/2193,989-28-79-74374-1,107206-20235
22951,7/7/2193,989-28-79-91028-0,107206-20236
22952,7/7/2193,989-28-79-13801-1,107206-20237
22953,7/7/2193,989-28-79-51397-9,107206-20238
22954,7/7/2193,989-28-79-26824-4,107206-20239
22955,7/7/2193,989-28-79-55752-2,107206-20240
22956,7/7/2193,989-28-79-13801-1,107206-20241
22957,7/7/2193,989-28-79-13801-1,107206-20242
22958,7/7/2193,989-28-79-36485-4,107206-20243
22959,7/7/2193,989-28-79-74374-1,107206-20244
22960,7/7/2193,989-28-79-13801-1,107206-20245
22961,7/7/2193,989-28-79-51397-9,107206-20246
22962,7/7/2193,989-28-79-68089-3,107206-20247
22963,7/7/2193,989-28-79-71565-6,107206-20248
22964,7/7/2193,989-28-79-13801-1,107206-20249
22965,7/7/2193,989-28-79-13801-1,107206-20250
22966,7/7/2193,989-28-79-74374-1,107206-20251
22967,7/7/2193,989-28-79-23023-4,107206-20252
22968,7/7/2193,989-28-79-91028-0,107206-20253
22969,7/7/2193,989-28-79-55824-6,107206-20255
22970,7/7/2193,989-28-79-71565-6,107206-20256
22971,7/7/2193,989-28-79-55824-6,107206-20258
22972,7/7/2193,989-28-79-40897-8,107206-20259
22973,7/7/2193,989-28-79-74374-1,107206-20260
22974,7/7/2193,989-28-79-40897-8,107206-20261
22975,7/7/2193,989-28-79-23023-4,107206-20262
22976,7/7/2193,989-28-79-23023-4,107206-20263
22977,7/7/2193,989-28-79-74374-1,107206-20264
22978,7/7/2193,989-28-79-71565-6,107206-20265
22979,7/7/2193,989-28-79-51397-9,107206-20266
22980,7/7/2193,989-28-79-23023-4,107206-20267
22981,7/7/2193,989-28-79-74374-1,107206-20268
22982,7/7/2193,989-28-79-23023-4,107206-20269
22983,7/7/2193,989-28-79-13801-1,107206-20270
22984,7/7/2193,989-28-79-71565-6,107206-20271
22985,7/7/2193,989-28-79-13801-1,107206-20272
22986,7/7/2193,989-28-79-13801-1,107206-20273
22987,7/7/2193,989-28-79-74374-1,107206-20274
22988,7/7/2193,989-28-79-74374-1,107206-20275
22989,7/7/2193,989-28-79-26824-4,107206-20276
22990,7/7/2193,989-28-79-40897-8,107206-20277
22991,7/7/2193,989-28-79-13801-1,107206-20278
22992,7/7/2193,989-28-79-23023-4,107206-20279
22993,7/7/2193,989-28-79-23023-4,107206-20280
22994,7/7/2193,989-28-79-68089-3,107206-20281
22995,7/7/2193,989-28-79-13801-1,107206-20282
22996,7/7/2193,989-28-79-13801-1,107206-20283
22997,7/7/2193,989-28-79-74374-1,107206-20284
22998,7/7/2193,989-28-79-91028-0,107206-20285
22999,7/7/2193,989-28-79-13801-1,107206-20286
23000,7/7/2193,989-28-79-68089-3,107206-20287
23001,7/7/2193,989-28-79-13801-1,107206-20288
23002,7/7/2193,989-28-79-71565-6,107206-20289
23003,7/7/2193,989-28-79-23023-4,107206-20290
23004,7/7/2193,989-28-79-23023-4,107206-20291
23005,7/7/2193,989-28-79-23023-4,107206-20292
23006,7/7/2193,989-28-79-71565-6,107206-20293
23007,7/7/2193,989-28-79-14379-4,107206-20294
23008,7/7/2193,989-28-3705-492-6,107206-20295
23009,7/7/2193,989-28-3705-492-6,107206-20296
23010,7/7/2193,989-28-3705-222-9,107206-20297
23011,7/7/2193,989-28-3705-492-6,107206-20298
23012,7/7/2193,989-28-3705-222-9,107206-20299
23013,7/7/2193,989-28-3705-222-9,107206-20300
23014,7/7/2193,989-28-3705-222-9,107206-20301
23015,7/7/2193,989-28-79-03683-6,107206-20302
23016,7/7/2193,989-28-3705-492-6,107206-20303
23017,7/7/2193,989-28-79-74374-1,107206-20304
23018,7/7/2193,989-28-79-43574-5,107206-20305
23019,7/7/2193,989-28-3705-987-7,107206-20306
23020,7/7/2193,989-28-3705-007-2,107206-20306
23021,7/7/2193,989-28-79-16826-1,107206-20307
23022,7/7/2193,989-28-79-45675-7,107206-20307
23023,7/7/2193,989-28-79-32105-5,107206-20308
23024,7/7/2193,989-28-79-82197-5,107206-20308
23025,7/7/2193,989-28-79-45675-7,107206-20309
23026,7/7/2193,989-28-79-11297-4,107206-20309
23027,7/7/2193,989-28-79-82749-6,107206-20310
23028,7/7/2193,989-28-79-13871-4,107206-20310
23029,7/7/2193,989-28-79-13871-4,107206-20311
23030,7/7/2193,989-28-79-69807-2,107206-20311
23031,7/7/2193,989-28-229-7592-2,107206-20312
23032,7/7/2193,989-28-79-69807-2,107206-20312
23033,7/7/2193,989-28-229-1404-4,107206-20313
23034,7/7/2193,989-28-229-0197-6,107206-20313
23035,7/7/2193,989-28-229-7592-2,107206-20314
23036,7/7/2193,989-28-79-91028-0,107206-20314
23037,7/7/2193,989-28-79-68089-3,107206-20315
23038,7/7/2193,989-28-79-23023-4,107206-20315
23039,7/7/2193,989-28-79-68089-3,107206-20316
23040,7/7/2193,989-28-79-51397-9,107206-20316
23041,7/7/2193,989-28-79-23023-4,107206-20317
23042,7/7/2193,989-28-79-74374-1,107206-20317
23043,7/7/2193,989-28-79-40897-8,107206-20318
23044,7/7/2193,989-28-79-26824-4,107206-20318
23045,7/7/2193,989-28-79-23023-4,107206-20319
23046,7/7/2193,989-28-79-74374-1,107206-20319
23047,7/7/2193,989-28-79-74374-1,107206-20320
23048,7/7/2193,989-28-79-74374-1,107206-20320
23049,7/7/2193,989-28-79-26824-4,107206-20321
23050,7/7/2193,989-28-79-23023-4,107206-20321
23051,7/7/2193,989-28-79-74374-1,107206-20322
23052,7/7/2193,989-28-79-23023-4,107206-20322
23053,7/7/2193,989-28-79-23015-9,107206-20323
23054,7/7/2193,989-28-79-13801-1,107206-20323
23055,7/7/2193,989-28-3705-987-7,107206-20324
23056,7/7/2193,989-28-3705-007-2,107206-20324
23057,7/7/2193,989-28-3705-222-9,107206-20324
23058,7/7/2193,989-28-79-21991-8,107206-20325
23059,7/7/2193,989-28-3705-987-7,107206-20325
23060,7/7/2193,989-28-79-45675-7,107206-20325
23061,7/7/2193,989-28-229-1404-4,107206-20326
23062,7/7/2193,989-28-79-69807-2,107206-20326
23063,7/7/2193,989-28-79-05670-4,107206-20326
23064,7/7/2193,989-28-229-1404-4,107206-20327
23065,7/7/2193,989-28-79-74374-1,107206-20327
23066,7/7/2193,989-28-229-6632-6,107206-20327
23067,7/7/2193,989-28-3705-222-9,107206-20328
23068,7/7/2193,989-28-79-26824-4,107206-20328
23069,7/7/2193,989-28-79-23023-4,107206-20328
23070,7/7/2193,989-28-79-13801-1,107206-20329
23071,7/7/2193,989-28-79-74374-1,107206-20329
23072,7/7/2193,989-28-3705-007-2,107206-20329
23073,7/7/2193,989-28-79-74374-1,107206-20329
23074,7/8/2193,989-28-79-68089-3,107206-20457
23075,7/8/2193,989-28-3705-136-9,107207-20330
23076,7/8/2193,989-28-3705-007-2,107207-20331
23077,7/8/2193,989-28-3705-007-2,107207-20332
23078,7/8/2193,989-28-3705-007-2,107207-20333
23079,7/8/2193,989-28-3705-987-7,107207-20334
23080,7/8/2193,989-28-3705-138-3,107207-20335
23081,7/8/2193,989-28-3705-007-2,107207-20336
23082,7/8/2193,989-28-3705-007-2,107207-20337
23083,7/8/2193,989-28-3705-007-2,107207-20338
23084,7/8/2193,989-28-3705-007-2,107207-20339
23085,7/8/2193,989-28-3705-987-7,107207-20340
23086,7/8/2193,989-28-3705-007-2,107207-20341
23087,7/8/2193,989-28-3705-583-1,107207-20342
23088,7/8/2193,989-28-3705-987-7,107207-20343
23089,7/8/2193,989-28-3705-007-2,107207-20344
23090,7/8/2193,989-28-3705-007-2,107207-20345
23091,7/8/2193,989-28-3705-592-3,107207-20346
23092,7/8/2193,989-28-3705-007-2,107207-20347
23093,7/8/2193,989-28-3705-987-7,107207-20348
23094,7/8/2193,989-28-3705-007-2,107207-20349
23095,7/8/2193,989-28-3705-007-2,107207-20350
23096,7/8/2193,989-28-3705-775-0,107207-20351
23097,7/8/2193,989-28-3705-007-2,107207-20352
23098,7/8/2193,989-28-3705-007-2,107207-20353
23099,7/8/2193,989-28-3705-138-3,107207-20354
23100,7/8/2193,989-28-3705-987-7,107207-20355
23101,7/8/2193,989-28-3705-007-2,107207-20356
23102,7/8/2193,989-28-3705-007-2,107207-20357
23103,7/8/2193,989-28-3705-007-2,107207-20358
23104,7/8/2193,989-28-3705-007-2,107207-20359
23105,7/8/2193,989-28-3705-007-2,107207-20360
23106,7/8/2193,989-28-3705-054-6,107207-20361
23107,7/8/2193,989-28-79-30536-9,107207-20362
23108,7/8/2193,989-28-79-52883-6,107207-20363
23109,7/8/2193,989-28-79-22871-2,107207-20364
23110,7/8/2193,989-28-79-01991-4,107207-20365
23111,7/8/2193,989-28-79-16826-1,107207-20366
23112,7/8/2193,989-28-79-18127-7,107207-20367
23113,7/8/2193,989-28-79-18127-7,107207-20368
23114,7/8/2193,989-28-79-30536-9,107207-20369
23115,7/8/2193,989-28-79-21991-8,107207-20370
23116,7/8/2193,989-28-79-18127-7,107207-20371
23117,7/8/2193,989-28-79-30536-9,107207-20372
23118,7/8/2193,989-28-79-67891-3,107207-20373
23119,7/8/2193,989-28-79-11297-4,107207-20374
23120,7/8/2193,989-28-79-61125-5,107207-20375
23121,7/8/2193,989-28-79-45675-7,107207-20376
23122,7/8/2193,989-28-79-45675-7,107207-20377
23123,7/8/2193,989-28-79-45675-7,107207-20378
23124,7/8/2193,989-28-79-45675-7,107207-20379
23125,7/8/2193,989-28-79-30536-9,107207-20380
23126,7/8/2193,989-28-79-45675-7,107207-20381
23127,7/8/2193,989-28-79-21991-8,107207-20382
23128,7/8/2193,989-28-79-30536-9,107207-20383
23129,7/8/2193,989-28-79-30536-9,107207-20384
23130,7/8/2193,989-28-79-45675-7,107207-20385
23131,7/8/2193,989-28-79-86624-2,107207-20386
23132,7/8/2193,989-28-79-69807-2,107207-20387
23133,7/8/2193,989-28-79-13871-4,107207-20388
23134,7/8/2193,989-28-79-82749-6,107207-20389
23135,7/8/2193,989-28-79-82749-6,107207-20390
23136,7/8/2193,989-28-79-13871-4,107207-20391
23137,7/8/2193,989-28-79-69807-2,107207-20392
23138,7/8/2193,989-28-79-82749-6,107207-20393
23139,7/8/2193,989-28-79-13871-4,107207-20394
23140,7/8/2193,989-28-79-13871-4,107207-20395
23141,7/8/2193,989-28-79-82749-6,107207-20396
23142,7/8/2193,989-28-79-69807-2,107207-20397
23143,7/8/2193,989-28-79-69807-2,107207-20398
23144,7/8/2193,989-28-79-82749-6,107207-20399
23145,7/8/2193,989-28-79-82125-8,107207-20400
23146,7/8/2193,989-28-79-13871-4,107207-20401
23147,7/8/2193,989-28-79-69807-2,107207-20402
23148,7/8/2193,989-28-79-05670-4,107207-20403
23149,7/8/2193,989-28-79-13871-4,107207-20404
23150,7/8/2193,989-28-79-13871-4,107207-20405
23151,7/8/2193,989-28-79-13871-4,107207-20406
23152,7/8/2193,989-28-79-69807-2,107207-20407
23153,7/8/2193,989-28-79-13871-4,107207-20408
23154,7/8/2193,989-28-79-13871-4,107207-20409
23155,7/8/2193,989-28-79-05670-4,107207-20410
23156,7/8/2193,989-28-79-13871-4,107207-20411
23157,7/8/2193,989-28-79-69807-2,107207-20412
23158,7/8/2193,989-28-79-13871-4,107207-20413
23159,7/8/2193,989-28-79-69807-2,107207-20414
23160,7/8/2193,989-28-79-69807-2,107207-20415
23161,7/8/2193,989-28-79-22562-9,107207-20416
23162,7/8/2193,989-28-79-82125-8,107207-20417
23163,7/8/2193,989-28-79-69807-2,107207-20418
23164,7/8/2193,989-28-79-05670-4,107207-20419
23165,7/8/2193,989-28-79-69807-2,107207-20420
23166,7/8/2193,989-28-654-4370-9,107207-20421
23167,7/8/2193,989-28-654-5771-3,107207-20422
23168,7/8/2193,989-28-654-5771-3,107207-20423
23169,7/8/2193,989-28-229-5891-8,107207-20424
23170,7/8/2193,989-28-229-5891-8,107207-20425
23171,7/8/2193,989-28-229-1404-4,107207-20426
23172,7/8/2193,989-28-229-1404-4,107207-20427
23173,7/8/2193,989-28-229-3157-7,107207-20428
23174,7/8/2193,989-28-229-7592-2,107207-20429
23175,7/8/2193,989-28-229-9769-6,107207-20430
23176,7/8/2193,989-28-229-0197-6,107207-20431
23177,7/8/2193,989-28-229-7592-2,107207-20432
23178,7/8/2193,989-28-229-1404-4,107207-20433
23179,7/8/2193,989-28-229-3157-7,107207-20434
23180,7/8/2193,989-28-229-1404-4,107207-20435
23181,7/8/2193,989-28-229-6632-6,107207-20436
